STATENAM,YEAR,sum(AWHEAT),sum(ARICE),sum(AMAIZE),sum(AJOWAR),sum(ABAJRA),sum(ASUGAR),sum(APOTATO),sum(AGNUT),sum(ABARLEY),sum(ATOBAC),sum(AGRAM),sum(ATUR),sum(ARAGI),sum(ASESAMUM),sum(ARMSEED),sum(ACOTTON),sum(AOPULS),sum(ASOY),sum(ASUNFLWR),sum(AJUTE)
KARNATAKA,1977,379.7,1104.3,172.8,2012.9,717,159.03,0,886.9,0,42.04,167.57,401.276,0,117.75,0,1039.23,1250.47,0,0,0
WEST_BENGAL,1977,295.49,5380.6,39.2,0,0,27.64,94.79,0,36.9,14.7,89.1,0,0,0,97.06,0,0,0,0,425.4
UTTAR_PRADESH,1977,6423.7,4747.8,1238.6,666.5,988.7,1580.053,193.141,328.794,1361.089,9.711,1639.816,516.353,0,52.089,344.33,25.058,812.0000014,0,0,8.026
HARYANA,1978,1360.7,425.6,86.7,136.5,781.5,124,9.7,8.9,72,0,492,27.914,0,1.3,79,149,41.1000002,0,0,0
RAJASTHAN,1978,1989.4,210.6,807.8,807.6,4530.6,59.3,0,381.8,406.6,2.9,1745.9,23.41,0,422.3,315.8,402.4,44.6,0,0,0
UTTAR_PRADESH,1978,7038.4,4944.3,1173.2,670,920.7,1589.106,268.472,324.456,1014.65,8.804,1618.562,516.353,0,43.841,334.242,29.493,874.0000027,0,0,11.257
WEST_BENGAL,1978,293.52,4992.8,46.7,0,0,24.92,126.58,0,34.4,13.2,100,0,0,0,110.01,0,0,0,0,479.2
MAHARASHTRA,1978,1144.2,1494.7,62.7,6392.6,1598.2,311.7,0,801.8,209.3,10.9,433,758.134,0,160.2,0,2402.4,663.4,0,0,0
TAMIL_NADU,1978,1.8,2756.3,33.8,695.5,408.5,154.4,0,983.4,0,12.6,9.4,122.249,0,132.6,0,347.4,603.8,0,0,0
ANDHRA_PRADESH,1978,23.2,3547.1,314.1,2338.5,566.8,140.83,0,1267.04,0,178.55,56.93,237.366,0,157.85,0,384.71,1336.67,0,0,0
KARNATAKA,1978,395.2,1112.2,165.7,1985.9,686.7,154.64,0,884.6,0,49.85,163.7,401.276,0,116.85,0,1054.63,1283.99,0,0,0
GUJARAT,1978,619.5,459.8,293.7,1007.8,1459.3,57.9,0,2021.9,6.9,74.6,67.2,316.667,0,101.7,104.5,1758.8,131.5,0,0,0
BIHAR,1978,1805,5576,889,0,0,132,145,6.514,135,11.111,217,88.826,182.709,23.057,88.094,0,0,0,0,165.074
MADHYA_PRADESH,1978,3770.2,4790.5,692.1,1853.3,176.5,62.2,28.759,408.3,146.964,1.23,1735.7,486.501,0,231.7,0,671.94,1584.6,0,0,0
ORISSA,1978,61.54,4353.98,130.882,32.988,8.206,44.993,8.196,143.877,0,19.606,44.624,69.953,277.308,162.516,161.983,6.58,0,0,0,49.277
PUNJAB,1978,2657,1037,384,3.2,95,93,50.2,119,32,0.04,282,31.834,0,10,74,448,65.9000004,0,0,0
TAMIL_NADU,1979,0,2906.4,23.2,721.1,449.9,149.4000019,0,733.8999849,0,12.9000006,8.7999997,122.249,0,123.5999996,0,280.3000052,530.9999868,0,0,0
MAHARASHTRA,1979,1164,1484.3,71.5,6825,1429.1,222.0000037,0,723.2000014,8.7,12.1999996,452.9999974,758.134,0,205.2999982,0,2587.799971,1550.000012,0,0,0
BIHAR,1979,1699,5100,829,0,0,119,128,4.366,116,10.847,185,84.755,163.17,18.599,83.359,0,0,0,0,156.878
PUNJAB,1979,2724,1150,353,3.1,46,64,39.3,85,38,0.051,183,31.834,0,10.4,82,446,65.9000004,0,0,0
HARYANA,1979,1353.3,463.9,75.3,127.1,733.9,83,6.7,6,51,0,271,27.914,0,0.7,66,162,41.1000002,0,0,0
GUJARAT,1979,492.7,458.2,305.2,946.5,1256.5,56.9000007,0,1971.300002,27.259022,114.6999991,55.3000004,316.667,0,92.8999993,108.1000005,1716.599983,322.9999974,0,0,0
MADHYA_PRADESH,1979,3071,4738.9,741.2,2125.9,173.5,51.3999997,28.759,319.6999954,146.964,1.2000003,2174.000006,486.501,0,242.2000013,0,614.0000013,2236.99999,0,0,0
WEST_BENGAL,1979,325.48,4872.4,46.7,0,0,14.6,108.34,0,30.7,12.6,104.3,0,0,0,115.56,0,0,0,0,445.81
KARNATAKA,1979,374.7,1081.9,166.6,1965.1,602.8,135.3000008,0,800.600014,0,2.2,178.7000017,401.276,0,114.899997,0,1114.300033,1034.999989,0,0,0
ANDHRA_PRADESH,1979,18,3105,288,2377,454,99.0238177,0,1095.685024,0,154.1981871,63.2222625,237.366,0,154.788841,0,408.5150517,1104.188937,0,0,0
UTTAR_PRADESH,1979,7211.5,4808.2,1226.5,712.1,1145.8,1344.5,233.746,246.303,748.097,10.085,1532.2,516.353,0,45.271,225.31,39.55,844.9999955,0,0,10.279
RAJASTHAN,1979,2059,185.3,850.4,1074.2,5034.5,33.8000004,0,292.1999926,423.0000001,3.1000005,1378.000011,23.41,0,317.900004,348.9999958,392.0999986,1626.000009,0,0,0
ORISSA,1979,51.816,4116.561,134.511,24.054,8.324,46.5,7.599,174.572,0,18.331,40.813,76.378,269.997,180.981,144.586,5.015,0,0,0,45.664
ANDHRA_PRADESH,1980,15,3179,319,2048,514,115.4115623,0,1074.598887,0,152.2212931,45.544,237.366,0,168.1814031,0,419.1128505,1156.440728,0,1.497,0
PUNJAB,1980,2739,1161,346,2.9,68.5,61,36.4,81,59,0.053,203,31.834,0,15.5,111,467,65.9000004,0,0,0
ORISSA,1980,66.991,4190.71,178.904,36.635,9.45,48.6,8.082,172.405,0,21.164,50.049,81.818,336.385,159.656,163.503,4.015,0,0,1.321,43.776
KARNATAKA,1980,321.5,1114.2,171.8,1990.5,561.07,156.4999976,0,680.799992,0,2.9,143.4999947,401.276,0,118.3999995,0,956.2000156,1006.00002,0,32.044,0
TAMIL_NADU,1980,1,2299.5,20.3,592.1,328.2,183.0000003,0,565.6999964,0,14.4999996,11.0999998,122.249,0,100.800002,0,225.4999983,455.0000039,0,4.44,0
MAHARASHTRA,1980,1079.6,1502.8,72.9,6437.9,1706.2,255.499997,0,711.7999967,8.7,12.1999996,429,758.134,0,191.4000004,0,2667.100034,1668.999992,0,63,0
UTTAR_PRADESH,1980,7787,5040.8,1272.5,680.1,982.8,1316.413,257.073,190.422,733.227,14.981,1470.087,516.353,0,44.345,406.159,39.273,844.000004,0,6.067,10.423
RAJASTHAN,1980,1632.2,170.4,899.4,1003.3,5034.7,29.4999996,0,212.1000093,410.0000032,3.4,1224.99999,23.41,0,427.7000062,362.5,357.0000007,1886.999988,0,0.419,0
MADHYA_PRADESH,1980,3357.5,4829,769.3,2340,198.4,39.0999995,28.759,296.1999998,146.964,2.0000003,1807,486.501,0,250.0000029,0,594.5999969,2247.000007,0,0,0
HARYANA,1980,1418,436,72,127.4,797,67,6.2,6,77,0,310,27.914,0,0.7,66,172,41.1000002,0,0,0
WEST_BENGAL,1980,283,5178.1,52.5,0,0,14.31,115.59,0,34.7,19,96.4,0,0,0,131.04,0,0,0,2.201,540.4
BIHAR,1980,1756,5574,881,0,0,109,133,4.375,118,0,193,92.075,177.363,19.741,81.194,0,0,0,0.572,154.47
GUJARAT,1980,656.1,477.5,307.6,905.9,1380,74.9000011,0,1974.500011,28.306522,121.5000063,74.0999996,316.667,0,91.4999983,119.2000019,1572.200024,302.0000044,0,0,0
MADHYA_PRADESH,1981,3297.8,4811,778.7,2245.5,173.5,42.5999996,28.759,300.3999979,146.964,1.2999998,2029.000003,486.501,0,270.4000035,0,613.5999956,2294.000015,0,0,0
RAJASTHAN,1981,1768.3,140,918.6,968.9,4943.9,37.1000006,0,160.9999997,450.0000058,3,1934.999966,23.41,0,425.0999907,651.199999,379.700003,1819.000016,9.841,0.597,0
PUNJAB,1981,2841,1249,303,2.4,61,94,32.2,88,63,0.028,204,31.834,0,17.1,111,497,65.9000004,0,0,0
GUJARAT,1981,563.3,498.9,312.1,938.1,1433.3,84.3000009,0,2041.100002,28.196522,112.9999957,104.4000004,316.667,0,105.2000004,179.7000024,1530.699996,346.0000009,0,0,0
BIHAR,1981,1641,5383,862,0,0,136.054,165,5.354,104,12.119,181,85.354,167.195,18.332,83.6395,0,0,0,0.967,141.737
ORISSA,1981,66.049,4159.71,152.562,34.461,8.299,48.253,9.461,223.228,0,19.604,42.828,103.602,288.891,185.451,162.886,5.706,0,0,1.05,53.574
KARNATAKA,1981,334.4,1167.5,164.8,2113.6,635.3,175.3000006,0,782.9999888,0,0.3,165.4999981,401.276,0,112.100001,0,1040.200005,1056.000002,0,37.716,0
MAHARASHTRA,1981,1128,1444.3,74.1,6572.5,1743.7,297.0999991,0,675.7000025,8.7,12.1999996,461.0000066,758.134,0,178.1999979,0,2709.600003,1585.000003,0,142.2,0
TAMIL_NADU,1981,0,2514.4,28.5,702.8,336.5,201.3000035,0,745.500009,0,14.8,15.8,122.249,0,131.700002,0,239.6000051,455.0000039,0,29,0
HARYANA,1981,1427,466,73,106.7,770,90,6.6,7.6,98,0,457,27.914,0,1.1,66,180,41.1000002,0,0,0
ANDHRA_PRADESH,1981,17,3391,329,2210,544,156.6424303,0,1170.580744,0,165.2508542,46.0433859,237.366,0,156.7020679,0,473.2015829,1113.061897,0,5.45,0
UTTAR_PRADESH,1981,7611.7,5242.1,1196.5,686.1,968.4,1581.712,278.769,261.342,637.705,11.241,1552.8475,516.353,0,49.619,458.447,27.78,957.0000004,0,6.067,7.736
WEST_BENGAL,1981,213.2000009,5210.00006,51.197,0,0,23.0000003,120.283,0,30.338,14.149,64.6733435,0,0,0,170.861,0,0,0,2.201,452.8
WEST_BENGAL,1982,266.207,4861.487,51.197,0,0,31.118,113.636,0,30.338,14.061,72.785,0,0,0,170.861,0,0,0.554,2.201,395.09
GUJARAT,1982,519.5,476.1,306.3,984,1394.5,95.2000019,0,2057.699996,28.886522,110.5999981,157.1999976,316.667,0,128.000001,171.4000032,1496.199994,306.900002,0,0,0
RAJASTHAN,1982,2066,118,888.2,946.7,4768.4,38.1000004,0,185.7999992,351.8000006,2.6000001,1756.199983,23.41,0,461.099998,607.0000158,396.6999925,1754.500016,9.841,0.597,0
HARYANA,1982,1571.3,455.4,55.4,98.6,706.6,89,9.9,7.5,61,0.171,234,27.914,0,1.2,134,136,41.1000002,0,0,0
MADHYA_PRADESH,1982,3430.6,4748.5,761.1,2161.2,173.8,47.2,28.759,349.1999982,146.964,1.2000003,2387.399991,486.501,0,243.3000027,0,579.9000064,1547.199979,569.7,0,0
BIHAR,1982,1692.435,4498.974,799.066,0,0,130.426,132.603,6.783,97.277,9.376,191.872,83.997,138.152,17.468,86.085,0,0,0,0.588,119.261
KARNATAKA,1982,335,1135.1,162.5,2252.8,578.8,187.0999996,0,830.5000102,0,48.6999992,144.9999969,401.276,0,104.3000002,0,932.1000058,1071.700002,0,150.491,0
ANDHRA_PRADESH,1982,18.5,3193.4,331.7,2112,492.2,147.9255449,0,1496.322269,0,226.8941908,59.9263157,237.366,0,147.2270551,0,442.9078947,1141.356727,0,8.3,0
MAHARASHTRA,1982,1022.9,1485.4,77,6647,1389.5,325.799999,0,715.6000012,8.7,12.1999996,436.7999943,758.134,0,195.5000003,0,2648.000013,1457.100027,0,192.5,0
TAMIL_NADU,1982,0.5,1744.9,19.8,582.4,282.6,174.500002,0,911.5999772,0,8.2,8.4000002,122.249,0,132.6,0,190.5000014,479.7000118,0,64.62,0
ORISSA,1982,63.451,3558.35,165.838,37.116,8.397,51.18,8.548,252.956,0,16.682,36.823,118.142,298.466,238.199,123.681,3.35,0,0,0.897,46.653
PUNJAB,1982,2972,1299,272,2.4,44,92,25.8,73,59,0,100,31.834,0,13.3,73,534,65.9000004,0,0,0
UTTAR_PRADESH,1982,7977.6,4808.1,1098.9,579,981.8,1745.559,274.197,305.067,573.799,7.705,1467.961,516.353,0,46.917,458.447,36.525,991.0999985,86.139,6.067,6.584
MADHYA_PRADESH,1983,3583.4,4852.1,792.9,2097.7,176,70.0000012,28.759,344.699999,146.964,1.2000003,2254.099994,486.501,0,243.3000027,0,544.4000054,2257.199994,605.1,0,0
UTTAR_PRADESH,1983,8298.8,5213.5,1145.6,650.3,1028.4,1649.776,305.401,248.544,555.838,10.995,1321.313,516.353,0,46.917,372.413,30.062,964.6000179,104.59,2.52,8.516
WEST_BENGAL,1983,329.145,5372.62,60.726,0,0,20.271,145.846,0,24.243,15.141,62.07,0,0,0,189.344,0,0,0.285,2.061,422.129
HARYANA,1983,1630.9,492,73,51.2,753,83,9.1,7.2,57,0.071,282,27.914,0,1,159,212,46.7000002,0,0,0
KARNATAKA,1983,321.2,1124.6,167.8,2190.1,578.2,183.3000038,0,842.6999965,0,48.6999992,176.4000007,401.276,0,104.3000002,0,904.6000032,816.0000078,0,276.797,0
ORISSA,1983,56.284,4355.77,166.613,37.718,8.443,42.27,9.514,278.711,0,19.222,48.823,128.838,297.539,261.687,133.112,2.172,0,0,0.866,40.326
RAJASTHAN,1983,2164.7,161,892.9,984.9,5003.5,33.6000008,0,183.3000024,351.8000006,2.6000001,1796.500018,23.41,0,461.099998,820.000023,416.0999987,1822.299977,22.616,4.232,0
TAMIL_NADU,1983,0.6,2282.4,24,689.7,347.1,157.4000008,0,1060.899984,0,8.2,11.7999994,122.249,0,132.6,0,177.8000035,629.000008,0,55.95,0
MAHARASHTRA,1983,1183.2,1520.7,97,6540.4,1812.5,294.0000037,0,811.7000119,8.7,12.1999996,494.8999961,758.134,0,195.5000003,0,2685.200024,1735.000004,0,297.4,0
GUJARAT,1983,741.1,540.3,318.5,947.6,1436.6,102.5999999,0,2149.600001,28.596522,110.5999981,122.1000023,316.667,0,128.000001,173.5999966,1398.999994,380.4000066,0.01,0,0
BIHAR,1983,1891.502,4910.21,774.663,0,0,127.58,136.863,6.213,98.035,13.362,188.971,91.505,150.925,19.991,89.25,0,0,0,0.474,124.756
ANDHRA_PRADESH,1983,15.6,3594.4,331.6,1939.5,487.3,122.7337449,0,1619.954816,0,226.8941908,53.6340525,237.366,0,147.2270551,0,477.1007788,1094.42868,0,20.8,0
PUNJAB,1983,3048,1458,260,2.4,44,73,24.5,54,45,0,79,31.834,0,12.4,69,462,69.3000015,0,0,0
MADHYA_PRADESH,1984,3528.6,4802,800.8,2023.6,178.1,53.6,29.628,324.1,156.1,1.144,2071.2,501.4,0,250.5,301.4,536.141,0,920.1,0,0
MAHARASHTRA,1984,988.6,1519.2,85.1,6561.8,1761.3,292.6,0,737.1,8.2,7.1,509.3,758.1,0,220.9,5.1,2684.5,0,0,322,0
UTTAR_PRADESH,1984,8315.312,5370.489,1165.675,654.443,953.578,1536.229,333.127,185.904,516.516,16.021,1364.202,520.779,0,73.646,541.994,20.182,0,123.036,2.438,6.822
ANDHRA_PRADESH,1984,14.7,2981.2,301.9,1653.3,348.7,121.3,0.358,1657,0,100.6,47.4,221.2,0,120.2,1.122,433.6,0,0,24.4,0
TAMIL_NADU,1984,0.44,2383,19.07,611.06,352.66,166.98,7.44,1044.74,0,12.43,5.86,115.89,0,126.54,0.33,260.24,0,0,47.15,0
KARNATAKA,1984,328.431,1155.652,165.575,2107.023,456.036,187.411,21.353,862.545,0,46.376,177.472,379.584,0,114.672,4.87,885.809,0,0,277.206,0
HARYANA,1984,1613,541,100,142.1,678,123,10.9,10.7,64,0.213,583,24.979,0,5.6,288,272,0,0,0,0
WEST_BENGAL,1984,335.924,5233.481,57.407,0,0,13.385,148.797,0,19.141,15.709,63.028,0,0,0,244.749,0,0,0.342,1.726,492.632
PUNJAB,1984,2640,1474,259,0.5,47,69,22.8,43,39,0,86,36.2,0,12.8,114,323,0,0,0,0
GUJARAT,1984,636.9,566.1,310,874.4,1372.6,103.3,9.8,2061.1,6.6,108.4,115.7,328.8,0,144,195.3,1383.4,0,0.018,0,0
RAJASTHAN,1984,1691.015,168.862,911.545,835.261,4253.622,30.003,2.396,251.032,256.967,3.041,1517.814,36.384,0,408.757,1036.856,335.163,0,30.493,4.232,0
BIHAR,1984,1876.076,5173.163,681.755,0,0,111.791,139.189,6.407,90.634,15.854,167.68,77.176,131.177,19.482,90.092,0,0,0,0.462,133.333
ORISSA,1984,54.076,4303.7,130.067,28.994,7.543,57,10.835,312.906,0,17.485,46.937,118.208,257.29,236.904,117.442,1.908,0,0,0,41.66
HARYANA,1985,1608.00001,565,89,104,592,105,11.1,7.2,85,0.116,712.99999,22.152,0,6.1,321,320.00001,0,0,0,0
TAMIL_NADU,1985,0.71,2089.087,16.74,696.812,317.954,188.015,8.127,1027.708,0,11.467,8.407,127.701,0,116.563,0.308,250.453,0,0,34.585,0
MADHYA_PRADESH,1985,3594.4,4925,822.9,1961.5,165.8,37.2,29.334,285.3,147.9,0.998,2146.7,485.2,0,258.4,345.786,521.15,0,1026.8,0,0
KARNATAKA,1985,272.884,1040.722,163.661,2042.422,458.656,160.432,16.19,856.034,0,46.817,169.916,387.53,0,113.531,4.391,747.006,0,0,430.158,0
UTTAR_PRADESH,1985,8036.634,5374.033,1251.008,656.119,864.213,1490.408,303.368,124.291,570.08,15.21,1534.415,537.997,0,56.475,593.525,28.415,0,105.778,2.438,9.303
ORISSA,1985,55.951,4399.21,163.725,35.681,8.797,57.8,41.158,348.394,0,18.228,41.972,140.299,285.825,278.251,146.493,3.171,0,0,0.286,55.044
WEST_BENGAL,1985,305.861,5078.743,56.289,0,0,12.598,138.369,0,17.462,14.488,68.67,0,0,0,231.562,0,0,0.336,1.52,661.409
BIHAR,1985,1834.542,5379.3,669.571,0,0,118.996,132.921,5.123,83.436,12.695,190.636,80.981,125.528,18.462,85.814,0,0,0,0.435,212.879
ANDHRA_PRADESH,1985,13.2,2896.5,309,1595.7,328.9,112,0.41,1646.1,0,81.1,45.3,242.8,0,126.4,1.081,512.8,0,0,19.701,0
MAHARASHTRA,1985,881.5,1540.6,76.9,6625.6,1702.8,265.3,11.517,663.5,9.3,9.9,533.8,756.4,0,227.2,4.8,2753,0,0,314.4,0
GUJARAT,1985,431.4,491.7,316.5,893.5,1315.5,90.8,8.1,1793.5,6.7,106.2,80.8,302.5,0,126.8,192.4,1404,0,1.23,0,0
PUNJAB,1985,2661,1529,223,0,24,67,34.9,44,35,0,89,32.8,0,13,127,392,0,0,0,0
RAJASTHAN,1985,1741.367,129.954,973.019,982.438,4710.704,25.845,1.7,244.619,323.196,2.782,1921.848,19.908,0,518,771.403,333.072,0,42.656,4.165,0
PUNJAB,1986,2721,1630,222,0.2,18,85,22.5,41,28,0,93,26.5,0,12.8,112,395,0,0,0,0
RAJASTHAN,1986,1811.836,145.661,973.341,1005.683,5220.424,28.428,1.649,201.414,280.146,2.393,1293.132,13.942,0,338.514,806.837,364.509,0,52.004,4.093,0
HARYANA,1986,1690.99999,606,87,143,709,121,10.2,7.9,66,0.088,578.00001,36.609,0,6.2,260,354.00001,0,0,0,0
MADHYA_PRADESH,1986,3243.4,4973,819.7,1919.3,161.2,48.9,27.314,257.8,136.9,0.93,2090.3,472.9,0,232.1,315.3,530.8,0,1117.5,0,0
MAHARASHTRA,1986,735.5,1527.2,83.8,6334.8,1733.7,244.7,11.139,653.8,9,8.4,482.4,759.9,0,216,4.9,2692.6,0,0,309,0
TAMIL_NADU,1986,0.356,1772.568,29.018,666.945,297.619,194.076,4.348,915.329,0,7.073,6.976,123.153,0,108.234,0.15,181.685,0,0,22.017,0
ANDHRA_PRADESH,1986,10.6,2834.48,309.1,1520.394,285.2,113.4,0.359,1532.422,0,72.9,47.8,248.1,0,138.3,1.098,381.3,0,0,58.1,0
GUJARAT,1986,315.1,513.1,313.8,882.1,1274.4,69.2,11,1824.5,0,110.4,43.6,318.7,0,132.5,181.7,1366.2,0,22.54,0,0
WEST_BENGAL,1986,397.664,5375.914,75.006,0,0,12.479,173.121,0,17.712,14.098,70.095,0,0,0,294.857,0,0,0.474,1.311,459.948
ORISSA,1986,46.836,4393.6,163.287,33.507,7.412,40.163,11.76,342.796,0,16.253,41.922,143.989,276.823,280.714,137.535,2.911,0,0,0.567,32.113
UTTAR_PRADESH,1986,8016.564,5206.296,1194.953,561.227,834.204,1688.093,289.136,125.696,515.867,11.029,1491.871,490.282,0,53.836,497.52,0,0,73.172,2.703,6.127
KARNATAKA,1986,306.453,1111.645,171.247,2381.365,451.807,172.992,17.869,1088,0,46.906,217.237,436.714,0,128.4,4.72,527.17,0,0,583.1,0
BIHAR,1986,1839.648,5367.587,646.578,0,0,112.084,133.5,4.808,79.84,14.097,185.987,81.217,117.269,16.376,83.755,0,0,0,0.4,145.373
UTTAR_PRADESH,1987,8265.402,4640.401,1123.899,587.616,786.205,1806.761,324.528,114.859,501.022,12.538,1391.649,512.497,0,60.499,531.062,20.291,0,16.623,2.972,4.589
PUNJAB,1987,2669,1549,198,0.2,11,90,25.9,28,29,0,0,25.3,0,10.6,0,440,0,0,0,0
BIHAR,1987,1934.919,5099.445,657.074,0,0,112.084,133.5,5.479,74.128,14.097,185.058,71.458,103.38,16.989,82.103,0,0,0,0.406,131.807
MAHARASHTRA,1987,799.3,1369.8,96.5,6662.8,1814.9,291.9,11.68,709.4,8.4,11.2,559.7,778.9,0,255.8,3.6,2517.7,0,76.4,392.6,0
ANDHRA_PRADESH,1987,11.8,2586.2,294.9,1491.7,290.6,126.1,0.729,1726.6,0,63.9,52,308.6,0,141.6,1.999,495.4,0,0,128.9,0
KARNATAKA,1987,262.366,1050.818,211.919,2459.604,521.061,168.4,17.807,1090.148,0,37.774,244.951,461.028,0,162.396,4.227,489.764,0,15.999,1155.025,0
TAMIL_NADU,1987,0.123,1873.649,18.122,710.925,284.106,182.153,7.791,992.448,0,6.748,7.511,118.901,0,131.563,0.328,230.521,0,0,20.946,0
HARYANA,1987,1637,455,72,119,422,138.001,11.3,5.7,61,0.055,191,33.426,0,2.8,309,387.00001,0,0,0,0
GUJARAT,1987,192.4,346.5,274.9,525.6,781.4,81.7,9.4,1050.5,0,81.5,19.5,325,0,86.8,182.7,718.7,0,12.244,0,0
RAJASTHAN,1987,1502.252,95.559,801.009,978.024,3514.983,26.103,1.794,227.065,233.81,1.804,678.82,8.898,0,210.601,1263.647,343.883,0,83.771,5.299,0
ORISSA,1987,45.7,4053.3,163.25,32.486,7.45,40.163,11.76,387.91,0,16.253,46.492,140.93,244.17,265.09,142.8,3.311,0,0,0.63,31.172
MADHYA_PRADESH,1987,3549.2,4677.6,825.2,2086,153.2,66.1,28.937,249.9,137.1,0.832,2236.8,421.5,0,203.2,354.6,514,0,1292.3,0,0
WEST_BENGAL,1987,374.186,5475.549,54.925,0,0,12.479,173.121,0,12.329,14.098,65.918,0,0,0,379.895,0,0,0.583,1.631,371.197