STATENAM,YEAR,avg(TNJAN),avg(TNFEB),avg(TNMAR),avg(TNAPR),avg(TNMAY),avg(TNJUN),avg(TNJUL),avg(TNAUG),avg(TNSEP),avg(TNOCT),avg(TNNOV),avg(TNDEC)
MAHARASHTRA,1966,21.76797028,23.93281292,27.703735,30.95049284,32.77576152,29.8110158,26.48715484,26.04983352,26.22833924,26.04420748,23.27987056,21.45995224
GUJARAT,1966,19.47519122,21.9754615,26.38322133,30.1863715,32.15798,31.08362122,28.10427433,27.1250535,27.37111589,27.33743011,23.84863339,20.71847539
TAMIL_NADU,1966,24.118476,25.59755617,27.64691717,28.97031917,29.290194,27.92262017,27.00436608,27.08587517,27.11162925,26.44317825,25.088028,24.02307967
PUNJAB,1966,10.941124,13.4485632,18.2317222,23.7783473,28.6388447,30.1671411,28.3534069,27.2953058,26.344397,22.1500143,16.6264667,12.5311771
RAJASTHAN,1966,15.82527379,18.80661715,24.18163215,29.61660269,33.75559508,33.34335792,29.88537273,28.34880265,28.2873535,26.31482042,21.11451462,17.18449642
WEST_BENGAL,1966,17.86430333,19.95865747,24.6170332,28.82822967,29.79256067,29.52165133,28.00254907,27.76581973,27.63353367,26.2946914,21.43538553,18.2171378
MADHYA_PRADESH,1967,18.10934167,20.62196284,25.6582004,30.48864763,34.20188098,32.25146921,27.74165488,26.8805104,27.0538163,25.4701416,21.12102005,18.36015977
RAJASTHAN,1967,15.82527379,18.80661715,24.18163215,29.61660269,33.75559508,33.34335792,29.88537273,28.34880265,28.2873535,26.31482042,21.11451462,17.18449642
BIHAR,1967,17.02498912,19.15539376,24.34393394,29.18383341,31.51381359,30.54397012,28.48240894,27.63003188,27.39390506,26.01512935,20.64913006,17.35614541
MAHARASHTRA,1967,21.76797028,23.93281292,27.703735,30.95049284,32.77576152,29.8110158,26.48715484,26.04983352,26.22833924,26.04420748,23.27987056,21.45995224
TAMIL_NADU,1967,24.118476,25.59755617,27.64691717,28.97031917,29.290194,27.92262017,27.00436608,27.08587517,27.11162925,26.44317825,25.088028,24.02307967
ORISSA,1967,20.476935,23.00433469,27.29907238,30.83552931,32.57356131,30.908136,28.00372177,27.92687246,28.05750523,26.66547715,22.88446038,20.22411554
WEST_BENGAL,1967,17.86430333,19.95865747,24.6170332,28.82822967,29.79256067,29.52165133,28.00254907,27.76581973,27.63353367,26.2946914,21.43538553,18.2171378
HARYANA,1967,13.00574067,15.58893583,20.62066383,26.21380333,30.89775167,31.5251305,28.6043635,27.41335067,26.90416383,23.64196467,18.36349383,14.40779833
GUJARAT,1967,19.47519122,21.9754615,26.38322133,30.1863715,32.15798,31.08362122,28.10427433,27.1250535,27.37111589,27.33743011,23.84863339,20.71847539
KARNATAKA,1967,23.70623763,25.68060163,28.25255368,30.01238742,30.18202758,27.40071226,25.77744289,25.72340258,25.79651095,25.866095,24.36894858,23.18388942
UTTAR_PRADESH,1967,14.83892311,17.31778199,22.78734727,28.0143229,32.0828324,31.74589658,28.18364733,27.35931702,27.06117923,24.43371967,19.44445229,15.71557069
ANDHRA_PRADESH,1967,22.83929705,25.15640758,28.32672532,31.10713984,32.88556016,30.55691947,27.74760795,27.60729526,27.53441511,26.68137305,23.97145242,22.22483184
PUNJAB,1967,10.941124,13.4485632,18.2317222,23.7783473,28.6388447,30.1671411,28.3534069,27.2953058,26.344397,22.1500143,16.6264667,12.5311771
HARYANA,1968,13.00574067,15.58893583,20.62066383,26.21380333,30.89775167,31.5251305,28.6043635,27.41335067,26.90416383,23.64196467,18.36349383,14.40779833
KARNATAKA,1968,23.70623763,25.68060163,28.25255368,30.01238742,30.18202758,27.40071226,25.77744289,25.72340258,25.79651095,25.866095,24.36894858,23.18388942
ANDHRA_PRADESH,1968,22.83929705,25.15640758,28.32672532,31.10713984,32.88556016,30.55691947,27.74760795,27.60729526,27.53441511,26.68137305,23.97145242,22.22483184
WEST_BENGAL,1968,17.86430333,19.95865747,24.6170332,28.82822967,29.79256067,29.52165133,28.00254907,27.76581973,27.63353367,26.2946914,21.43538553,18.2171378
PUNJAB,1968,10.941124,13.4485632,18.2317222,23.7783473,28.6388447,30.1671411,28.3534069,27.2953058,26.344397,22.1500143,16.6264667,12.5311771
UTTAR_PRADESH,1968,14.83892311,17.31778199,22.78734727,28.0143229,32.0828324,31.74589658,28.18364733,27.35931702,27.06117923,24.43371967,19.44445229,15.71557069
BIHAR,1968,17.02498912,19.15539376,24.34393394,29.18383341,31.51381359,30.54397012,28.48240894,27.63003188,27.39390506,26.01512935,20.64913006,17.35614541
MADHYA_PRADESH,1968,18.10934167,20.62196284,25.6582004,30.48864763,34.20188098,32.25146921,27.74165488,26.8805104,27.0538163,25.4701416,21.12102005,18.36015977
ORISSA,1968,20.476935,23.00433469,27.29907238,30.83552931,32.57356131,30.908136,28.00372177,27.92687246,28.05750523,26.66547715,22.88446038,20.22411554
TAMIL_NADU,1968,24.118476,25.59755617,27.64691717,28.97031917,29.290194,27.92262017,27.00436608,27.08587517,27.11162925,26.44317825,25.088028,24.02307967
RAJASTHAN,1968,15.82527379,18.80661715,24.18163215,29.61660269,33.75559508,33.34335792,29.88537273,28.34880265,28.2873535,26.31482042,21.11451462,17.18449642
MAHARASHTRA,1968,21.76797028,23.93281292,27.703735,30.95049284,32.77576152,29.8110158,26.48715484,26.04983352,26.22833924,26.04420748,23.27987056,21.45995224
GUJARAT,1968,19.47519122,21.9754615,26.38322133,30.1863715,32.15798,31.08362122,28.10427433,27.1250535,27.37111589,27.33743011,23.84863339,20.71847539
WEST_BENGAL,1969,17.86430333,19.95865747,24.6170332,28.82822967,29.79256067,29.52165133,28.00254907,27.76581973,27.63353367,26.2946914,21.43538553,18.2171378
TAMIL_NADU,1969,24.118476,25.59755617,27.64691717,28.97031917,29.290194,27.92262017,27.00436608,27.08587517,27.11162925,26.44317825,25.088028,24.02307967
RAJASTHAN,1969,15.82527379,18.80661715,24.18163215,29.61660269,33.75559508,33.34335792,29.88537273,28.34880265,28.2873535,26.31482042,21.11451462,17.18449642
UTTAR_PRADESH,1969,14.83892311,17.31778199,22.78734727,28.0143229,32.0828324,31.74589658,28.18364733,27.35931702,27.06117923,24.43371967,19.44445229,15.71557069
ANDHRA_PRADESH,1969,22.83929705,25.15640758,28.32672532,31.10713984,32.88556016,30.55691947,27.74760795,27.60729526,27.53441511,26.68137305,23.97145242,22.22483184
BIHAR,1969,17.02498912,19.15539376,24.34393394,29.18383341,31.51381359,30.54397012,28.48240894,27.63003188,27.39390506,26.01512935,20.64913006,17.35614541
PUNJAB,1969,10.941124,13.4485632,18.2317222,23.7783473,28.6388447,30.1671411,28.3534069,27.2953058,26.344397,22.1500143,16.6264667,12.5311771
HARYANA,1969,13.00574067,15.58893583,20.62066383,26.21380333,30.89775167,31.5251305,28.6043635,27.41335067,26.90416383,23.64196467,18.36349383,14.40779833
KARNATAKA,1969,23.70623763,25.68060163,28.25255368,30.01238742,30.18202758,27.40071226,25.77744289,25.72340258,25.79651095,25.866095,24.36894858,23.18388942
MADHYA_PRADESH,1969,18.10934167,20.62196284,25.6582004,30.48864763,34.20188098,32.25146921,27.74165488,26.8805104,27.0538163,25.4701416,21.12102005,18.36015977
GUJARAT,1969,19.47519122,21.9754615,26.38322133,30.1863715,32.15798,31.08362122,28.10427433,27.1250535,27.37111589,27.33743011,23.84863339,20.71847539
ORISSA,1969,20.476935,23.00433469,27.29907238,30.83552931,32.57356131,30.908136,28.00372177,27.92687246,28.05750523,26.66547715,22.88446038,20.22411554
MAHARASHTRA,1969,21.76797028,23.93281292,27.703735,30.95049284,32.77576152,29.8110158,26.48715484,26.04983352,26.22833924,26.04420748,23.27987056,21.45995224
MAHARASHTRA,1970,21.76797028,23.93281292,27.703735,30.95049284,32.77576152,29.8110158,26.48715484,26.04983352,26.22833924,26.04420748,23.27987056,21.45995224
GUJARAT,1970,19.47519122,21.9754615,26.38322133,30.1863715,32.15798,31.08362122,28.10427433,27.1250535,27.37111589,27.33743011,23.84863339,20.71847539
ANDHRA_PRADESH,1970,22.83929705,25.15640758,28.32672532,31.10713984,32.88556016,30.55691947,27.74760795,27.60729526,27.53441511,26.68137305,23.97145242,22.22483184
PUNJAB,1970,10.941124,13.4485632,18.2317222,23.7783473,28.6388447,30.1671411,28.3534069,27.2953058,26.344397,22.1500143,16.6264667,12.5311771
TAMIL_NADU,1970,24.118476,25.59755617,27.64691717,28.97031917,29.290194,27.92262017,27.00436608,27.08587517,27.11162925,26.44317825,25.088028,24.02307967
MADHYA_PRADESH,1970,18.10934167,20.62196284,25.6582004,30.48864763,34.20188098,32.25146921,27.74165488,26.8805104,27.0538163,25.4701416,21.12102005,18.36015977
HARYANA,1970,13.00574067,15.58893583,20.62066383,26.21380333,30.89775167,31.5251305,28.6043635,27.41335067,26.90416383,23.64196467,18.36349383,14.40779833
UTTAR_PRADESH,1970,14.83892311,17.31778199,22.78734727,28.0143229,32.0828324,31.74589658,28.18364733,27.35931702,27.06117923,24.43371967,19.44445229,15.71557069
BIHAR,1970,17.02498912,19.15539376,24.34393394,29.18383341,31.51381359,30.54397012,28.48240894,27.63003188,27.39390506,26.01512935,20.64913006,17.35614541
WEST_BENGAL,1970,17.86430333,19.95865747,24.6170332,28.82822967,29.79256067,29.52165133,28.00254907,27.76581973,27.63353367,26.2946914,21.43538553,18.2171378
KARNATAKA,1970,23.70623763,25.68060163,28.25255368,30.01238742,30.18202758,27.40071226,25.77744289,25.72340258,25.79651095,25.866095,24.36894858,23.18388942
ORISSA,1970,20.476935,23.00433469,27.29907238,30.83552931,32.57356131,30.908136,28.00372177,27.92687246,28.05750523,26.66547715,22.88446038,20.22411554
RAJASTHAN,1970,15.82527379,18.80661715,24.18163215,29.61660269,33.75559508,33.34335792,29.88537273,28.34880265,28.2873535,26.31482042,21.11451462,17.18449642
ORISSA,1971,20.476935,23.00433469,27.29907238,30.83552931,32.57356131,30.908136,28.00372177,27.92687246,28.05750523,26.66547715,22.88446038,20.22411554
PUNJAB,1971,10.941124,13.4485632,18.2317222,23.7783473,28.6388447,30.1671411,28.3534069,27.2953058,26.344397,22.1500143,16.6264667,12.5311771
GUJARAT,1971,19.47519122,21.9754615,26.38322133,30.1863715,32.15798,31.08362122,28.10427433,27.1250535,27.37111589,27.33743011,23.84863339,20.71847539
MADHYA_PRADESH,1971,18.10934167,20.62196284,25.6582004,30.48864763,34.20188098,32.25146921,27.74165488,26.8805104,27.0538163,25.4701416,21.12102005,18.36015977
KARNATAKA,1971,23.70623763,25.68060163,28.25255368,30.01238742,30.18202758,27.40071226,25.77744289,25.72340258,25.79651095,25.866095,24.36894858,23.18388942
TAMIL_NADU,1971,24.118476,25.59755617,27.64691717,28.97031917,29.290194,27.92262017,27.00436608,27.08587517,27.11162925,26.44317825,25.088028,24.02307967
MAHARASHTRA,1971,21.76797028,23.93281292,27.703735,30.95049284,32.77576152,29.8110158,26.48715484,26.04983352,26.22833924,26.04420748,23.27987056,21.45995224
BIHAR,1971,17.02498912,19.15539376,24.34393394,29.18383341,31.51381359,30.54397012,28.48240894,27.63003188,27.39390506,26.01512935,20.64913006,17.35614541
ANDHRA_PRADESH,1971,22.83929705,25.15640758,28.32672532,31.10713984,32.88556016,30.55691947,27.74760795,27.60729526,27.53441511,26.68137305,23.97145242,22.22483184
RAJASTHAN,1971,15.82527379,18.80661715,24.18163215,29.61660269,33.75559508,33.34335792,29.88537273,28.34880265,28.2873535,26.31482042,21.11451462,17.18449642
WEST_BENGAL,1971,17.86430333,19.95865747,24.6170332,28.82822967,29.79256067,29.52165133,28.00254907,27.76581973,27.63353367,26.2946914,21.43538553,18.2171378
UTTAR_PRADESH,1971,14.83892311,17.31778199,22.78734727,28.0143229,32.0828324,31.74589658,28.18364733,27.35931702,27.06117923,24.43371967,19.44445229,15.71557069
HARYANA,1971,13.00574067,15.58893583,20.62066383,26.21380333,30.89775167,31.5251305,28.6043635,27.41335067,26.90416383,23.64196467,18.36349383,14.40779833
ANDHRA_PRADESH,1972,22.83929705,25.15640758,28.32672532,31.10713984,32.88556016,30.55691947,27.74760795,27.60729526,27.53441511,26.68137305,23.97145242,22.22483184
PUNJAB,1972,10.941124,13.4485632,18.2317222,23.7783473,28.6388447,30.1671411,28.3534069,27.2953058,26.344397,22.1500143,16.6264667,12.5311771
UTTAR_PRADESH,1972,14.83892311,17.31778199,22.78734727,28.0143229,32.0828324,31.74589658,28.18364733,27.35931702,27.06117923,24.43371967,19.44445229,15.71557069
HARYANA,1972,13.00574067,15.58893583,20.62066383,26.21380333,30.89775167,31.5251305,28.6043635,27.41335067,26.90416383,23.64196467,18.36349383,14.40779833
RAJASTHAN,1972,15.82527379,18.80661715,24.18163215,29.61660269,33.75559508,33.34335792,29.88537273,28.34880265,28.2873535,26.31482042,21.11451462,17.18449642
WEST_BENGAL,1972,17.86430333,19.95865747,24.6170332,28.82822967,29.79256067,29.52165133,28.00254907,27.76581973,27.63353367,26.2946914,21.43538553,18.2171378
MADHYA_PRADESH,1972,18.10934167,20.62196284,25.6582004,30.48864763,34.20188098,32.25146921,27.74165488,26.8805104,27.0538163,25.4701416,21.12102005,18.36015977
BIHAR,1972,17.02498912,19.15539376,24.34393394,29.18383341,31.51381359,30.54397012,28.48240894,27.63003188,27.39390506,26.01512935,20.64913006,17.35614541
MAHARASHTRA,1972,21.76797028,23.93281292,27.703735,30.95049284,32.77576152,29.8110158,26.48715484,26.04983352,26.22833924,26.04420748,23.27987056,21.45995224
TAMIL_NADU,1972,24.118476,25.59755617,27.64691717,28.97031917,29.290194,27.92262017,27.00436608,27.08587517,27.11162925,26.44317825,25.088028,24.02307967
ORISSA,1972,20.476935,23.00433469,27.29907238,30.83552931,32.57356131,30.908136,28.00372177,27.92687246,28.05750523,26.66547715,22.88446038,20.22411554
GUJARAT,1972,19.47519122,21.9754615,26.38322133,30.1863715,32.15798,31.08362122,28.10427433,27.1250535,27.37111589,27.33743011,23.84863339,20.71847539
KARNATAKA,1972,23.70623763,25.68060163,28.25255368,30.01238742,30.18202758,27.40071226,25.77744289,25.72340258,25.79651095,25.866095,24.36894858,23.18388942
GUJARAT,1973,19.47519122,21.9754615,26.38322133,30.1863715,32.15798,31.08362122,28.10427433,27.1250535,27.37111589,27.33743011,23.84863339,20.71847539
TAMIL_NADU,1973,24.118476,25.59755617,27.64691717,28.97031917,29.290194,27.92262017,27.00436608,27.08587517,27.11162925,26.44317825,25.088028,24.02307967
HARYANA,1973,13.00574067,15.58893583,20.62066383,26.21380333,30.89775167,31.5251305,28.6043635,27.41335067,26.90416383,23.64196467,18.36349383,14.40779833
ORISSA,1973,20.476935,23.00433469,27.29907238,30.83552931,32.57356131,30.908136,28.00372177,27.92687246,28.05750523,26.66547715,22.88446038,20.22411554
MAHARASHTRA,1973,21.76797028,23.93281292,27.703735,30.95049284,32.77576152,29.8110158,26.48715484,26.04983352,26.22833924,26.04420748,23.27987056,21.45995224
PUNJAB,1973,10.941124,13.4485632,18.2317222,23.7783473,28.6388447,30.1671411,28.3534069,27.2953058,26.344397,22.1500143,16.6264667,12.5311771
MADHYA_PRADESH,1973,18.10934167,20.62196284,25.6582004,30.48864763,34.20188098,32.25146921,27.74165488,26.8805104,27.0538163,25.4701416,21.12102005,18.36015977
RAJASTHAN,1973,15.82527379,18.80661715,24.18163215,29.61660269,33.75559508,33.34335792,29.88537273,28.34880265,28.2873535,26.31482042,21.11451462,17.18449642
WEST_BENGAL,1973,17.86430333,19.95865747,24.6170332,28.82822967,29.79256067,29.52165133,28.00254907,27.76581973,27.63353367,26.2946914,21.43538553,18.2171378
KARNATAKA,1973,23.70623763,25.68060163,28.25255368,30.01238742,30.18202758,27.40071226,25.77744289,25.72340258,25.79651095,25.866095,24.36894858,23.18388942
UTTAR_PRADESH,1973,14.83892311,17.31778199,22.78734727,28.0143229,32.0828324,31.74589658,28.18364733,27.35931702,27.06117923,24.43371967,19.44445229,15.71557069
BIHAR,1973,17.02498912,19.15539376,24.34393394,29.18383341,31.51381359,30.54397012,28.48240894,27.63003188,27.39390506,26.01512935,20.64913006,17.35614541
ANDHRA_PRADESH,1973,22.83929705,25.15640758,28.32672532,31.10713984,32.88556016,30.55691947,27.74760795,27.60729526,27.53441511,26.68137305,23.97145242,22.22483184
ORISSA,1974,20.476935,23.00433469,27.29907238,30.83552931,32.57356131,30.908136,28.00372177,27.92687246,28.05750523,26.66547715,22.88446038,20.22411554
MADHYA_PRADESH,1974,18.10934167,20.62196284,25.6582004,30.48864763,34.20188098,32.25146921,27.74165488,26.8805104,27.0538163,25.4701416,21.12102005,18.36015977
PUNJAB,1974,10.941124,13.4485632,18.2317222,23.7783473,28.6388447,30.1671411,28.3534069,27.2953058,26.344397,22.1500143,16.6264667,12.5311771
RAJASTHAN,1974,15.82527379,18.80661715,24.18163215,29.61660269,33.75559508,33.34335792,29.88537273,28.34880265,28.2873535,26.31482042,21.11451462,17.18449642
GUJARAT,1974,19.47519122,21.9754615,26.38322133,30.1863715,32.15798,31.08362122,28.10427433,27.1250535,27.37111589,27.33743011,23.84863339,20.71847539
BIHAR,1974,17.02498912,19.15539376,24.34393394,29.18383341,31.51381359,30.54397012,28.48240894,27.63003188,27.39390506,26.01512935,20.64913006,17.35614541
ANDHRA_PRADESH,1974,22.83929705,25.15640758,28.32672532,31.10713984,32.88556016,30.55691947,27.74760795,27.60729526,27.53441511,26.68137305,23.97145242,22.22483184
WEST_BENGAL,1974,17.86430333,19.95865747,24.6170332,28.82822967,29.79256067,29.52165133,28.00254907,27.76581973,27.63353367,26.2946914,21.43538553,18.2171378
HARYANA,1974,13.00574067,15.58893583,20.62066383,26.21380333,30.89775167,31.5251305,28.6043635,27.41335067,26.90416383,23.64196467,18.36349383,14.40779833
TAMIL_NADU,1974,24.118476,25.59755617,27.64691717,28.97031917,29.290194,27.92262017,27.00436608,27.08587517,27.11162925,26.44317825,25.088028,24.02307967
UTTAR_PRADESH,1974,14.83892311,17.31778199,22.78734727,28.0143229,32.0828324,31.74589658,28.18364733,27.35931702,27.06117923,24.43371967,19.44445229,15.71557069
KARNATAKA,1974,23.70623763,25.68060163,28.25255368,30.01238742,30.18202758,27.40071226,25.77744289,25.72340258,25.79651095,25.866095,24.36894858,23.18388942
MAHARASHTRA,1974,21.76797028,23.93281292,27.703735,30.95049284,32.77576152,29.8110158,26.48715484,26.04983352,26.22833924,26.04420748,23.27987056,21.45995224
WEST_BENGAL,1975,17.86430333,19.95865747,24.6170332,28.82822967,29.79256067,29.52165133,28.00254907,27.76581973,27.63353367,26.2946914,21.43538553,18.2171378
ANDHRA_PRADESH,1975,22.83929705,25.15640758,28.32672532,31.10713984,32.88556016,30.55691947,27.74760795,27.60729526,27.53441511,26.68137305,23.97145242,22.22483184
RAJASTHAN,1975,15.82527379,18.80661715,24.18163215,29.61660269,33.75559508,33.34335792,29.88537273,28.34880265,28.2873535,26.31482042,21.11451462,17.18449642
MADHYA_PRADESH,1975,18.10934167,20.62196284,25.6582004,30.48864763,34.20188098,32.25146921,27.74165488,26.8805104,27.0538163,25.4701416,21.12102005,18.36015977
GUJARAT,1975,19.47519122,21.9754615,26.38322133,30.1863715,32.15798,31.08362122,28.10427433,27.1250535,27.37111589,27.33743011,23.84863339,20.71847539
TAMIL_NADU,1975,24.118476,25.59755617,27.64691717,28.97031917,29.290194,27.92262017,27.00436608,27.08587517,27.11162925,26.44317825,25.088028,24.02307967
UTTAR_PRADESH,1975,14.83892311,17.31778199,22.78734727,28.0143229,32.0828324,31.74589658,28.18364733,27.35931702,27.06117923,24.43371967,19.44445229,15.71557069
ORISSA,1975,20.476935,23.00433469,27.29907238,30.83552931,32.57356131,30.908136,28.00372177,27.92687246,28.05750523,26.66547715,22.88446038,20.22411554
HARYANA,1975,13.00574067,15.58893583,20.62066383,26.21380333,30.89775167,31.5251305,28.6043635,27.41335067,26.90416383,23.64196467,18.36349383,14.40779833
KARNATAKA,1975,23.70623763,25.68060163,28.25255368,30.01238742,30.18202758,27.40071226,25.77744289,25.72340258,25.79651095,25.866095,24.36894858,23.18388942
BIHAR,1975,17.02498912,19.15539376,24.34393394,29.18383341,31.51381359,30.54397012,28.48240894,27.63003188,27.39390506,26.01512935,20.64913006,17.35614541
PUNJAB,1975,10.941124,13.4485632,18.2317222,23.7783473,28.6388447,30.1671411,28.3534069,27.2953058,26.344397,22.1500143,16.6264667,12.5311771
MAHARASHTRA,1975,21.76797028,23.93281292,27.703735,30.95049284,32.77576152,29.8110158,26.48715484,26.04983352,26.22833924,26.04420748,23.27987056,21.45995224
UTTAR_PRADESH,1976,14.83892311,17.31778199,22.78734727,28.0143229,32.0828324,31.74589658,28.18364733,27.35931702,27.06117923,24.43371967,19.44445229,15.71557069
BIHAR,1976,17.02498912,19.15539376,24.34393394,29.18383341,31.51381359,30.54397012,28.48240894,27.63003188,27.39390506,26.01512935,20.64913006,17.35614541
ORISSA,1976,20.476935,23.00433469,27.29907238,30.83552931,32.57356131,30.908136,28.00372177,27.92687246,28.05750523,26.66547715,22.88446038,20.22411554
HARYANA,1976,13.00574067,15.58893583,20.62066383,26.21380333,30.89775167,31.5251305,28.6043635,27.41335067,26.90416383,23.64196467,18.36349383,14.40779833
ANDHRA_PRADESH,1976,22.83929705,25.15640758,28.32672532,31.10713984,32.88556016,30.55691947,27.74760795,27.60729526,27.53441511,26.68137305,23.97145242,22.22483184
KARNATAKA,1976,23.70623763,25.68060163,28.25255368,30.01238742,30.18202758,27.40071226,25.77744289,25.72340258,25.79651095,25.866095,24.36894858,23.18388942
GUJARAT,1976,19.47519122,21.9754615,26.38322133,30.1863715,32.15798,31.08362122,28.10427433,27.1250535,27.37111589,27.33743011,23.84863339,20.71847539
MADHYA_PRADESH,1976,18.10934167,20.62196284,25.6582004,30.48864763,34.20188098,32.25146921,27.74165488,26.8805104,27.0538163,25.4701416,21.12102005,18.36015977
MAHARASHTRA,1976,21.76797028,23.93281292,27.703735,30.95049284,32.77576152,29.8110158,26.48715484,26.04983352,26.22833924,26.04420748,23.27987056,21.45995224
WEST_BENGAL,1976,17.86430333,19.95865747,24.6170332,28.82822967,29.79256067,29.52165133,28.00254907,27.76581973,27.63353367,26.2946914,21.43538553,18.2171378
TAMIL_NADU,1976,24.118476,25.59755617,27.64691717,28.97031917,29.290194,27.92262017,27.00436608,27.08587517,27.11162925,26.44317825,25.088028,24.02307967
PUNJAB,1976,10.941124,13.4485632,18.2317222,23.7783473,28.6388447,30.1671411,28.3534069,27.2953058,26.344397,22.1500143,16.6264667,12.5311771
RAJASTHAN,1976,15.82527379,18.80661715,24.18163215,29.61660269,33.75559508,33.34335792,29.88537273,28.34880265,28.2873535,26.31482042,21.11451462,17.18449642
GUJARAT,1977,19.47519122,21.9754615,26.38322133,30.1863715,32.15798,31.08362122,28.10427433,27.1250535,27.37111589,27.33743011,23.84863339,20.71847539
ORISSA,1977,20.476935,23.00433469,27.29907238,30.83552931,32.57356131,30.908136,28.00372177,27.92687246,28.05750523,26.66547715,22.88446038,20.22411554
ANDHRA_PRADESH,1977,22.83929705,25.15640758,28.32672532,31.10713984,32.88556016,30.55691947,27.74760795,27.60729526,27.53441511,26.68137305,23.97145242,22.22483184
